,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
229,北京合力亿捷科技股份有限公司,合力亿捷,500-2000人,上市公司,丰台区,web前端工程师,1-3年,大专,8k-12k,补充商保、发展前景、节日福利、定期体检等,软件服务｜咨询,开发|测试|运维类,"节日礼物,技能培训,带薪年假,岗位晋升",前端开发,北京
230,杭州半云科技有限公司,半云科技,150-500人,天使轮,朝阳区,web前端开发工程师,1-3年,本科,11k-20k,六险一金 员工体检 生日节日福利 带薪年假,人工智能服务,开发|测试|运维类,,前端开发,北京
231,北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,长宁区,广告-Web前端研发工程师,3-5年,本科,20k-40k,"行业领跑,大牛同事,成长挑战大,简单文化",音频｜视频媒体,开发|测试|运维类,"绩效奖金,五险一金,交通补助,带薪年假",前端开发,上海
232,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,宝安区,web前端,3-5年,本科,12k-20k,朝九晚六 周末双休 五险一金 年轻化团队,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,移动前端开发,深圳
233,广州嘉为科技有限公司,嘉为科技,500-2000人,A轮,天河区,web前端开发工程师,1-3年,本科,10k-16k,带薪年假 晋升体系餐补 通讯补贴 季度调薪,"企业服务,数据服务",开发|测试|运维类,,前端开发,广州
234,武汉唯理科技有限公司,唯理科技,50-150人,不需要融资,江夏区,web前端开发,1-3年,本科,5k-10k,法定节假日、周末双休 、五险一金,人工智能服务,开发|测试|运维类,"带薪年假,年底双薪,弹性工作,技能培训",前端开发,武汉
235,上海喵斯拉网络科技有限公司,猫耳FM,150-500人,B轮,朝阳区,YH3902-web前端开发工程师,3-5年,本科,12k-20k,平台大、福利好、二次元,音频｜视频媒体,开发|测试|运维类,"年底双薪,带薪年假",前端开发,北京
236,上海道勤软件有限公司,Joywok,50-150人,A轮,石景山区,Web前端开发高级工程师,3-5年,本科,12k-20k,"好团队,牛产品,大空间",软件服务｜咨询,开发|测试|运维类,"社会化商业,专项奖金,股票期权,带薪年假",移动前端开发,北京
237,深圳道乐科技有限公司,深圳道乐,150-500人,未融资,浦东新区,web前端开发工程师,不限,本科,10k-20k,氛围好 学习机会多 晋升机会多,科技金融,开发|测试|运维类,"年终奖励,成长空间,扁平管理,美女多",前端开发,上海
238,北京深睿博联科技有限责任公司,深睿医疗,150-500人,C轮,海淀区,web前端工程师,1-3年,本科,15k-25k,大牛、技术氛围浓厚、福利待遇优厚,"在线医疗,人工智能服务",开发|测试|运维类,"股票期权,年底双薪,定期体检,弹性工作",前端开发,北京
239,深圳市一面网络技术有限公司,一面数据,50-150人,不需要融资,南山区,Web开发工程师(数据采集方向),不限,本科,10k-18k,大数据人工智能；名校系大牛；技术氛围浓,"数据服务｜咨询,人工智能服务",开发|测试|运维类,"海归精英团队,年度旅游,定期体检,年终分红",前端开发,深圳
240,华硕科技（苏州）有限公司,华硕科技,500-2000人,上市公司,虎丘区,java web 高级工程师,5-10年,本科,12k-20k,公司平台，发展前景，制度完善,智能硬件,开发|测试|运维类,"技能培训,节日礼物,带薪年假,绩效奖金",后端开发,苏州
241,华硕科技（苏州）有限公司,华硕科技,500-2000人,上市公司,虎丘区,java web工程师,1-3年,本科,8k-12k,公司平台、制度完善,智能硬件,开发|测试|运维类,"技能培训,节日礼物,带薪年假,绩效奖金",后端开发,苏州
242,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,web端初级测试工程师,3-5年,本科,13k-20k,弹性上下班，公司有1500人左右，带薪休假,"物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",测试,杭州
243,北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,海淀区,web前端开发工程师,3-5年,本科,15k-30k,公积金全额（12%），补充商业保险，带薪年假,工具类产品,开发|测试|运维类,"股票期权,扁平管理,管理规范,技能培训",前端开发,北京
244,武汉夜莺科技有限公司,夜莺科技,150-500人,A轮,东湖新技术开发区,web前端开发工程师,1-3年,不限,12k-18k,每半年涨薪20% 下午茶 5A写字楼 扁平化管理,企业服务,开发|测试|运维类,"专项奖金,扁平管理,岗位晋升,节日礼物",前端开发,武汉
245,上海联元智能科技有限公司,联元智能科技,50-150人,A轮,普陀区,web前端开发工程师,3-5年,本科,16k-20k,五险一金 绩效奖金 弹性工作 补充公积金,数据服务｜咨询,开发|测试|运维类,"绩效奖金,带薪年假,补充公积金,年底双薪",前端开发,上海
246,亚联（天津）信息技术有限责任公司北京分公司,亚联信息,150-500人,不需要融资,东城区,web前端开发工程师（react）(J10787),3-5年,本科,16k-23k,百人驻场民生银行,"软件服务｜咨询,科技金融",开发|测试|运维类,,前端开发,北京
247,深圳市燊森技术服务有限公司,燊森技术,50-150人,不需要融资,南山区,web前端开发工程师,3-5年,本科,12k-22k,扁平化，加班少，福利好，团队氛围好,科技金融,开发|测试|运维类,"年底双薪,节日礼物,绩效奖金,年度旅游",前端开发,深圳
248,柔持（北京）科技有限公司,鲸鱼外教培优,500-2000人,B轮,朝阳区,高级web前端工程师,5-10年,本科,20k-40k,前景好 福利齐全 扁平化管理 晋升空间大,在线教育,开发|测试|运维类,"绩效奖金,带薪年假,节日礼物,弹性工作",前端开发,北京
249,北京天鹏恒宇科技发展有限公司,天鹏恒宇,150-500人,不需要融资,海淀区,web前端,1-3年,本科,10k-20k,午餐补助，绩效奖金，五险一金,IT技术服务｜咨询,开发|测试|运维类,"绩效奖金,五险一金,带薪年假,午餐补助",前端开发,北京
250,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,web测试工程师,3-5年,本科,15k-25k,团队氛围好，发展空间大,"物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",测试,杭州
251,北京悠贝成长科技有限公司,悠贝 | YOURBAY,50-150人,不需要融资,海淀区,Web前端工程师（实习生）,不限,本科,4k-6k,产品好，福利棒，氛围nice,"教育,文娱丨内容",开发|测试|运维类,"弹性工作,领导好,扁平管理,技能培训",前端开发,北京
252,创而新（北京）教育科技有限公司,创而新（北京）教育科技有限公司,150-500人,不需要融资,海淀区,web前端开发工程师（实习、全职）,不限,本科,8k-16k,五险一金 绩效奖励 加班补助 餐补,"人工智能服务,工具类产品,在线教育",开发|测试|运维类,"午餐补助,定期体检,绩效奖金,五险一金",前端开发,北京
253,成都任我行软件股份有限公司,任我行软件,500-2000人,不需要融资,高新区,Web前端开发工程师,1-3年,本科,6k-12k,六险一金；项目奖金；年终奖；餐补,软件服务｜咨询,开发|测试|运维类,"绩效奖金,年底双薪,专项奖金,节日礼物",前端开发,成都
254,埃思本软件技术（上海）有限公司,Aspentech,500-2000人,上市公司,浦东新区,web前端开发工程师,1-3年,本科,8k-10k,年度体检 补充保险 试用期全额 带薪年假,软件服务｜咨询,开发|测试|运维类,,前端开发,上海
255,深圳市普渡科技有限公司,普渡科技,500-2000人,B轮,南山区,web前端开发工程师 (MJ000226),1-3年,本科,10k-20k,"AI机器人,公司大牛多,弹性工作",智能硬件,开发|测试|运维类,"机器人,大牛多,股票期权",前端开发,深圳
256,广州云徙科技有限公司,云徙科技,500-2000人,B轮,黄埔区,web前端开发工程师（产品研发中心） (MJ000255),3-5年,本科,12k-20k,五险一金 周末双休 年终奖 包吃,数据服务｜咨询,开发|测试|运维类,"五险一金,岗位晋升,弹性工作,扁平管理",前端开发,广州
257,成都华西公用医疗信息服务有限公司,成都华西公用医疗信息服务有限公司,150-500人,不需要融资,高新区,web前端开发工程师(中级）,3-5年,本科,13k-17k,实现自我价值 薪酬提升机会 职位晋升机会,在线医疗,开发|测试|运维类,,前端开发,成都
258,成都臻识科技发展有限公司,臻识科技,50-150人,A轮,武侯区,web前端开发工程师,3-5年,本科,7k-10k,公司氛围好 团队大牛多,"IT技术服务｜咨询,人工智能服务",开发|测试|运维类,"年底双薪,股票期权,年终分红,定期体检",前端开发,成都
259,广州东宏科技有限公司,东宏科技,15-50人,不需要融资,花都区,初级web前端开发,1-3年,大专,7k-10k,周末双休 五险一金 年终奖,IT技术服务｜咨询,开发|测试|运维类,,前端开发,广州
260,上海翌擎智能科技有限公司,翌擎智能,150-500人,A轮,武侯区,web前端开发工程师,3-5年,本科,8k-12k,前景好、技术大牛,"数据服务｜咨询,旅游｜出行",开发|测试|运维类,"年底双薪,股票期权,带薪年假,交通补助",前端开发,成都
261,上海速石信息科技有限公司,速石科技,15-50人,A轮,杨浦区,web前端开发工程师,5-10年,本科,20k-40k,发展空间大 工作氛围佳 扁平化管理,人工智能服务,开发|测试|运维类,"股票期权,领导好,五险一金,大牛多",前端开发,上海
262,成都任我行软件股份有限公司,任我行软件,500-2000人,不需要融资,高新区,Web前端开发工程师（微信小程序）,3-5年,大专,8k-12k,"平台好,发展空间大,福利好,团队氛围好",软件服务｜咨询,开发|测试|运维类,"绩效奖金,年底双薪,专项奖金,节日礼物",移动前端开发,成都
263,深圳华秋电子有限公司,深圳华秋电子有限公司,500-2000人,C轮,福田区,web前端工程师,3-5年,大专,15k-18k,弹性工作时间 晋升空间大 周末双休,"电商平台,内容资讯",开发|测试|运维类,"节日礼物,年底双薪,带薪年假,美女多",前端开发,深圳
264,深圳市笨鸟软件有限公司,笨鸟软件,15-50人,不需要融资,福田区,web前端开发工程师,3-5年,本科,8k-15k,周末双休、弹性工作、五险一金、年终旅游,"数据服务,其他",开发|测试|运维类,"年底双薪,带薪年假,岗位晋升,年度旅游",前端开发,深圳
265,湖南象盒网络科技有限公司,湖南象盒网络科技有限公司,2000人以上,未融资,雨花区,web前端工程师,3-5年,本科,8k-15k,公司重点部门，晋升空间大,房产家居,开发|测试|运维类,,前端开发,长沙
266,杭州友声科技股份有限公司,友声科技,150-500人,上市公司,南山区,中/高级Web前端开发工程师（深圳-南山区）,1-3年,大专,10k-16k,技术团队 大平台 待遇福利优,"工具,企业服务",开发|测试|运维类,,前端开发,深圳
267,武汉朗蕴科技有限公司,朗蕴科技,50-150人,未融资,洪山区,web前端开发工程师,1-3年,不限,7k-9k,周末双休，实缴五险一金,软件服务｜咨询,开发|测试|运维类,"带薪年假,定期体检,周末双休,五险一金",前端开发,武汉
268,北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,长宁区,web前端开发,3-5年,本科,12k-18k,五险一金、双休、外企,人工智能服务,开发|测试|运维类,,前端开发,上海
269,北京乐我无限科技有限责任公司,乐我无限,500-2000人,B轮,朝阳区,Web前端开发工程师（Vue）,1-3年,本科,18k-30k,大牛团队 六险一金,"游戏,社交平台",开发|测试|运维类,"带薪年假,午餐补助,专项奖金,绩效奖金",前端开发,北京
270,广州云徙科技有限公司,云徙科技,500-2000人,B轮,黄埔区,WEB高级前端工程师 (MJ000155),5-10年,本科,16k-30k,技术大牛众多 薪资福利结构丰富,数据服务｜咨询,开发|测试|运维类,"五险一金,岗位晋升,弹性工作,扁平管理",前端开发,广州
271,成都金隧自动化工程有限责任公司,成都金隧,150-500人,不需要融资,金牛区,web前端开发工程师,1-3年,大专,8k-12k,"周末双休,五险一金,项目奖金,年假,绩效奖金",人工智能服务,开发|测试|运维类,,前端开发,成都
272,有米科技股份有限公司,有米科技,150-500人,上市公司,番禺区,web后端工程师(J10386),3-5年,本科,13k-25k,"六险一金,员工福利多,工作氛围好,扁平化",营销服务｜咨询,开发|测试|运维类,"绩效奖金,股票期权,专项奖金,五险一金",后端开发,广州
