,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
194,广东各有所爱信息科技有限公司,各有所爱信息科技,50-150人,未融资,番禺区,ios开发工程师,3-5年,本科,12k-18k,重点项目 发展空间 福利好,电商平台,开发|测试|运维类,"五险一金,地铁口,股票期权,年终分红",移动前端开发,广州
195,TCL实业控股股份有限公司,TCL,2000人以上,上市公司,南山区,ios高级开发工程师,3-5年,本科,15k-30k,大平台,"制造业,智能硬件",开发|测试|运维类,"年底双薪,带薪年假,定期体检,绩效奖金",移动前端开发,深圳
196,天目传媒有限公司,天目传媒,150-500人,未融资,下城区,高级ios开发工程师,3-5年,本科,10k-20k,待遇丰厚 办公环境优 团队氛围好,"文化传媒,新媒体,内容资讯",开发|测试|运维类,"绩效奖金,领导好,管理规范,五险一金",移动前端开发,杭州
197,深圳市六度人和科技有限公司,EC,150-500人,C轮,南山区,ios开发工程师,1-3年,本科,10k-16k,腾讯系公司，扁平化管理,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"节日礼物,年底双薪,技能培训,绩效奖金",移动前端开发,深圳
198,禧涤智能（北京）科技有限公司,禧涤智能,50-150人,A轮,朝阳区,ios工程师,3-5年,本科,15k-30k,大牛团队 扁平管理 晋升快,智能硬件,开发|测试|运维类,"交通补助,午餐补助,扁平管理,领导好",移动前端开发,北京
199,上海数与实业集团有限公司,数与实业,50-150人,不需要融资,闵行区,ios开发工程师,3-5年,本科,15k-22k,发展空间 技术成长 团队氛围,"数据服务,人工智能",开发|测试|运维类,"午餐补助,带薪年假,年底双薪",移动前端开发,上海
200,广东快乐种子科技有限公司,快乐种子,2000人以上,B轮,越秀区,高级ios开发工程师,3-5年,本科,15k-25k,发展迅速，线上教育，周末双休，9点半上班,在线教育,开发|测试|运维类,"专项奖金,股票期权,绩效奖金,带薪年假",移动前端开发,广州
201,杭州同花顺数据开发有限公司,同花顺,2000人以上,上市公司,余杭区,ios开发工程师,不限,不限,15k-26k,人傻钱多 互联网金融 移动端开发,科技金融,开发|测试|运维类,"带薪年假,定期体检,免费班车,领导好",移动前端开发,杭州
202,上海纳纳科技有限公司,纳纳科技,50-150人,不需要融资,虹口区,高级ios开发工程师,3-5年,本科,16k-22k,平台稳 项目好 氛围佳 福利多,软件服务｜咨询,开发|测试|运维类,"年底双薪,专项奖金,交通补助,定期体检",移动前端开发,上海
203,寻伙（安徽）科技有限公司,寻伙科技,50-150人,未融资,经济技术开发区,ios开发工程师,3-5年,本科,10k-15k,平台大，前景广，百人技术团队，欢迎加盟！,"工具类产品,软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,,移动前端开发,合肥
204,深圳市华曦达科技股份有限公司,华曦达科技,150-500人,上市公司,南山区,ios工程师,1-3年,大专,13k-17k,五险一金 带薪年假 员工福利 绩效奖金,"软件服务｜咨询,IT技术服务｜咨询,物联网",开发|测试|运维类,"年底双薪,股票期权,带薪年假,美女多",移动前端开发,深圳
205,北京多格科技有限公司,懂球帝,150-500人,C轮,海淀区,ios开发工程师,1-3年,本科,12k-24k,午餐补贴；足球俱乐部；带薪休假,内容社区,开发|测试|运维类,"绩效奖金,年底双薪,五险一金,带薪年假",移动前端开发,北京
