,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
60,优车库网络科技发展（深圳）有限公司,优车库,500-2000人,B轮,福田区,python开发工程师,1-3年,本科,8k-15k,发展前景、环境优美、团队氛围好,消费生活,开发|测试|运维类,"带薪年假,绩效奖金,年度旅游,五险一金",后端开发,深圳
61,深圳看到科技有限公司,看到科技,50-150人,B轮,南山区,Python开发工程师,3-5年,本科,12k-24k,"周末双休,五险一金,弹性工作,年终奖金",智能硬件,开发|测试|运维类,"年底双薪,绩效奖金,股票期权,五险一金",后端开发,深圳
62,杭州青塔科技有限公司,青塔,50-150人,A轮,拱墅区,python开发工程师,1年以下,本科,10k-15k,五险一金，餐饮补贴，周末双休，年终奖金,数据服务｜咨询,开发|测试|运维类,"午餐补助,定期体检,扁平管理,年底双薪",后端开发,杭州
63,科锐尔人力资源服务（苏州）有限公司,科瑞国际,2000人以上,上市公司,苏州工业园区,python开发工程师,3-5年,本科,10k-20k,年终奖,"数据服务,人工智能",开发|测试|运维类,,后端开发,苏州
64,广州富力地产股份有限公司,富力地产,2000人以上,上市公司,天河区,Python开发工程师,3-5年,本科,15k-30k,大平台，福利好,房地产｜建筑｜物业,开发|测试|运维类,"年底双薪,通讯津贴,包早、午餐,定期体检",后端开发,广州
65,广州盛成妈妈网络科技股份有限公司,妈妈网,500-2000人,B轮,天河区,Python开发工程师,1-3年,本科,10k-15k,百人技术团，五险一金，年底多薪，行业领军企业,"电商平台,内容社区,内容资讯",开发|测试|运维类,"年度旅游,扁平管理,领导好,美女多",后端开发,广州
66,北京博派通达科技有限公司,博派通达,150-500人,C轮,朝阳区,Python开发工程师,3-5年,大专,15k-30k,"周末双休,带薪年假,五险一金,节日福利",科技金融,开发|测试|运维类,"年底双薪,股票期权,带薪年假,扁平管理",后端开发,北京
67,南京争锋信息科技有限公司,争锋信息,150-500人,A轮,福田区,python开发,1-3年,本科,10k-18k,办公环境nice 领导好 五险一金 定期体检,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,,后端开发,深圳
68,上海骞云信息科技有限公司,CloudChef,50-150人,B轮,杨浦区,Python开发工程师,1-3年,本科,10k-20k,扁平化管理、六险二金、团建活动、年度旅游,人工智能服务,开发|测试|运维类,"股票期权,带薪年假,定期体检,弹性工作",后端开发,上海
69,上海坤亿信息技术有限公司,坤亿科技,150-500人,不需要融资,双流县,python开发工程师,1-3年,本科,10k-16k,五险一金 周末双休,IT技术服务｜咨询,开发|测试|运维类,"绩效奖金,管理规范,五险一金,交通补助",后端开发,成都
70,普华永道信息技术（上海）有限公司,PwC,500-2000人,未融资,浦东新区,python,3-5年,本科,12k-24k,外企平台 技术前沿 灵活办公 交通便捷,"移动互联网,金融",开发|测试|运维类,"年底双薪,交通补助,绩效奖金,午餐补助",后端开发,上海
71,上海江煦信息科技有限公司,上海江煦信息科技,15-50人,不需要融资,徐汇区,python开发工程师,1-3年,本科,8k-16k,同事非常nice 俊男美女 领导也很nice,软件服务｜咨询,开发|测试|运维类,,后端开发,上海
72,上海泛微网络科技股份有限公司,泛微,2000人以上,上市公司,闵行区,python开发工程师,1-3年,本科,15k-30k,上市公司 免费三餐 员工旅游 公司重点项目,软件服务｜咨询,开发|测试|运维类,"技能培训,带薪年假,绩效奖金,岗位晋升",后端开发,上海
73,乐飞天下信息技术(北京)有限公司,乐飞天下,150-500人,未融资,朝阳区,python开发工程师,5-10年,本科,15k-30k,老司机带团队～扁平化管理～发挥空间大,旅游｜出行,开发|测试|运维类,"技能培训,扁平管理,五险一金,午餐补助",后端开发,北京
74,深圳市比一比网络科技有限公司,深圳市比一比网络科技有限公司,50-150人,B轮,南山区,python开发工程师,5-10年,本科,15k-20k,双休、五险一金、人工智能、大数据、活动,"人工智能服务,数据服务｜咨询",开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",后端开发,深圳
75,翼果（深圳）科技有限公司,翼果科技,50-150人,不需要融资,南山区,python开发工程师,1-3年,本科,12k-20k,华为系 自研团队 技术氛围浓厚 行业前景好,数据服务,开发|测试|运维类,"绩效奖金,岗位晋升,扁平管理,领导好",后端开发,深圳
76,因诺（上海）资产管理有限公司,因诺,15-50人,不需要融资,西城区,Python开发工程师,1-3年,本科,20k-30k,"扁平管理,牛人团队,绩效奖金,六险一金",金融业,开发|测试|运维类,"扁平管理,技能培训,领导好,弹性工作",后端开发,北京
77,上海谷露软件有限公司,谷露软件,50-150人,A轮,黄浦区,python开发工程师,1-3年,本科,15k-25k,极客团队，大牛多，技术氛围好,工具类产品,开发|测试|运维类,"团队融洽,股票期权,扁平管理,通讯津贴",后端开发,上海
78,广东中思拓大数据研究院有限公司,中思拓研究院,50-150人,未融资,天河区,python工程师,1-3年,本科,10k-15k,平台好，发展空间大，薪酬待遇优越,"数据服务,软件开发",开发|测试|运维类,"专项奖金,带薪年假,绩效奖金,节日礼物",数据开发,广州
