,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
253,武汉朗蕴科技有限公司,朗蕴科技,50-150人,未融资,洪山区,java开发工程师,1-3年,不限,6k-9k,周末双休，实缴五险一金,软件服务｜咨询,开发|测试|运维类,"带薪年假,定期体检,周末双休,五险一金",后端开发,武汉
254,上海花千树信息科技有限公司北京分公司,世纪佳缘,2000人以上,上市公司,朝阳区,JAVA开发工程师,3-5年,本科,18k-24k,"六险一金,成熟团队,上升空间",社交平台,开发|测试|运维类,"节日礼物,技能培训,绩效奖金,岗位晋升",后端开发,北京
255,金锐软件技术（杭州）有限公司,金锐软件,150-500人,不需要融资,福田区,java开发工程师,3-5年,本科,13k-18k,银行金融,"IT技术服务｜咨询,软件服务｜咨询",开发|测试|运维类,,后端开发,深圳
256,维恩贝特科技有限公司,维恩贝特,500-2000人,上市公司,福田区,java开发工程师,3-5年,本科,12k-18k,银行金融项目,"软件服务｜咨询,人工智能服务",开发|测试|运维类,"年底双薪,五险一金,通讯津贴,交通补助",后端开发,深圳
257,北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,福田区,高级java开发工程师,3-5年,本科,15k-25k,上市公司 弹性工作制 团队nice,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,"节日礼物,年底双薪,带薪年假,午餐补助",后端开发,深圳
258,成都智元汇信息技术股份有限公司,成都智元汇信息技术股份有限公司,150-500人,不需要融资,双流县,java高级开发工程师,5-10年,大专,14k-18k,五险一金 带薪年假 定期体检 年终奖,人工智能服务,开发|测试|运维类,"节日礼物,带薪年假,五险一金",后端开发,成都
259,上海初瞳信息技术有限公司,易乎社区,50-150人,不需要融资,浦东新区,java开发工程师,3-5年,本科,12k-17k,公司项目佳 团队氛围好,生活服务,开发|测试|运维类,,后端开发,上海
260,朗新科技集团股份有限公司,朗新科技,2000人以上,上市公司,朝阳区,高级java开发工程师,3-5年,本科,18k-25k,潜力无限,软件服务｜咨询,开发|测试|运维类,"技能培训,年底双薪,带薪年假,岗位晋升",后端开发,北京
261,北京小链科技有限责任公司,北京小链科技有限责任公司,150-500人,B轮,海淀区,高级java开发工程师,5-10年,本科,28k-35k,餐补、饭补、五险一金,区块链,开发|测试|运维类,"年终分红,带薪年假,交通补助,午餐补助",后端开发,北京
262,北京伊丝莱格科技有限公司,伊丝莱格,少于15人,未融资,丰台区,java工程师,3-5年,本科,12k-18k,团队年轻化 活力满满 弹性上班,"营销服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"领导好,扁平管理,帅哥多,弹性工作",后端开发,北京
